employee_id,institution,date_of_birth,gender,age_group,job_role,years_of_experience,department,language_proficiency,ethnicity,educational_institute,punctuality,problem_solving,leadership,collaboration,communication,deadline_adherence_rate,adherence_level,avg_response_time,response_time_level,no_of_meetings_attended,no_of_subordinates,decision_contribution,learning_hours_per_month,type_of_learning,team_engagement_frequency,completed_storypoint_ratio,completed_story_points,assigned_story_points,project_id,project_name,duration_weeks,relative_effort,team_size,project_complexity,rework_count,no_pay_leave,blockers,metric_1_name,metric_1_value,metric_2_name,metric_2_value,metric_3_name,metric_3_value,metric_4_name,metric_4_value,metric_5_name,metric_5_value,metric_6_name,metric_6_value,metric_7_name,metric_7_value
781,Company_T,1994-01-18,Male,26-30,Business Analyst,10,Business Analysis,Sinhala,Sinhala,University_D,1,3,4,5,4,23.21,1,9.21,1,17,12,1,34,Online courses / certifications,4,0.49,52,107,3,Insurance Claims Platform,41,435,3,6.6,5,4,2,total_deployments,9,successful_deployments,5,deployment_time_efficiency,0.59,incident_count,7,system_downtime (hrs),6.8,automated_pipeline_stages,7,total_pipeline_stages,9
782,Company_E,1991-04-14,Male,31-35,QA Engineer,13,QA,Tamil,Muslim,University_B,3,4,3,3,1,97.29,5,12.77,4,9,3,1,39,Self-learning,7,0.52,31,60,22,Marketing Management System,17,284,3,2.76,4,7,5,total_test_cases_executed,46,total_pass_test_cases,2,total_bugs_detected,5,defect_reopened_count,5,total_documents_created,3,document_quality (1-5),2,test_execution_time (hrs),7
783,Company_Q,1982-01-22,Female,41-45,DevOps Engineer,22,DevOps,Sinhala,Tamil,University_F,5,5,5,4,5,74.9,3,3.07,3,11,3,1,38,Formal training,8,0.83,49,59,18,Smart Grid Monitor,27,145,6,5.6,0,9,3,tasks_assigned,22,tasks_completed,14,tasks_on_time,3,bug_count,13,bugs_fixed_count,4,code_quality (1-10),5,rework_count,2
784,Company_L,1979-12-02,Female,41-45,QA Engineer,25,QA,English,Sinhala,University_A,5,4,4,5,2,58.7,2,18.03,5,11,7,2,6,On-the-job learning,6,0.65,69,106,21,Medi Care App,15,432,4,8.02,5,9,0,total_test_cases_executed,94,total_pass_test_cases,82,total_bugs_detected,5,defect_reopened_count,3,total_documents_created,15,document_quality (1-5),1,test_execution_time (hrs),4
785,Company_C,1984-03-26,Male,36-40,DevOps Engineer,20,DevOps,Tamil,Tamil,University_B,1,3,4,5,5,68.84,2,15.05,3,16,17,2,11,None observed,8,0.49,34,70,23,Delivery Service App,29,383,2,8.63,3,5,5,tasks_assigned,19,tasks_completed,17,tasks_on_time,16,bug_count,20,bugs_fixed_count,8,code_quality (1-10),8,rework_count,3
786,Company_F,1984-06-06,Male,36-40,Software Engineer,20,Development,Sinhala,Tamil,University_N,5,2,1,1,4,98.43,5,12.48,5,12,7,4,15,Research & innovation,1,0.75,15,20,7,Payroll Automation,35,158,12,8.21,5,5,3,tasks_completed,8,project_delay (days),3,changing_relative_effort,154,sprint_velocity,22,team_velocity,73,stakeholder_satisfaction(1-5),1,milestone_completion_rate,3
787,Company_C,1981-12-18,Male,41-45,QA Engineer,23,QA,Sinhala,Muslim,University_L,5,1,1,3,2,29.41,1,19.76,3,24,2,3,19,Knowledge sharing,10,0.63,52,83,23,Delivery Service App,52,156,12,8.41,3,1,3,total_test_cases_executed,73,total_pass_test_cases,44,total_bugs_detected,6,defect_reopened_count,6,total_documents_created,11,document_quality (1-5),4,test_execution_time (hrs),2
788,Company_S,1987-07-12,Female,36-40,Business Analyst,17,Business Analysis,English,Muslim,University_H,2,2,5,1,5,97.75,5,5.15,3,21,0,2,10,None observed,9,0.7,74,106,13,CRM Platform,36,165,7,7.25,1,10,4,tasks_assigned,23,tasks_completed,18,tasks_on_time,3,bug_count,4,bugs_fixed_count,3,code_quality (1-10),9,rework_count,5
789,Company_G,2000-07-23,Female,20-25,Software Engineer,4,Development,English,Sinhala,University_H,5,5,1,5,1,68.75,2,1.41,1,1,20,3,30,On-the-job learning,3,0.48,49,102,2,ERP Integration Module,6,112,13,5.88,1,9,4,tasks_assigned,13,tasks_completed,6,tasks_on_time,2,bug_count,3,bugs_fixed_count,1,code_quality (1-10),8,rework_count,4
790,Company_H,1992-05-25,Male,31-35,DevOps Engineer,12,DevOps,Sinhala,Muslim,University_B,1,1,5,5,1,58.52,2,17.57,4,23,14,2,29,On-the-job learning,8,0.83,19,23,17,Learning Management System,50,66,10,9.87,4,9,1,tasks_assigned,27,tasks_completed,4,tasks_on_time,3,bug_count,15,bugs_fixed_count,6,code_quality (1-10),4,rework_count,0
791,Company_B,1996-03-16,Male,26-30,QA Engineer,8,QA,Tamil,Sinhala,University_N,4,3,3,2,3,71.9,3,17.86,2,12,10,4,23,Formal training,1,0.71,56,79,6,Supply Chain Tracker,10,402,11,5.73,5,3,0,total_test_cases_executed,62,total_pass_test_cases,43,total_bugs_detected,29,defect_reopened_count,7,total_documents_created,3,document_quality (1-5),4,test_execution_time (hrs),5
792,Company_F,1997-11-17,Male,26-30,Business Analyst,7,Business Analysis,English,Tamil,University_U,1,2,1,1,1,78.13,3,11.55,2,3,9,3,20,Formal training,4,0.57,26,46,7,Payroll Automation,46,426,10,4.83,0,5,3,total_test_cases_executed,45,total_pass_test_cases,0,total_bugs_detected,19,defect_reopened_count,18,total_documents_created,5,document_quality (1-5),1,test_execution_time (hrs),5
793,Company_E,1991-10-20,Male,31-35,Business Analyst,13,Business Analysis,Tamil,Muslim,University_B,1,5,3,5,3,87.78,4,10.77,3,8,16,4,6,Self-learning,9,0.97,35,36,22,Marketing Management System,21,142,13,6.2,1,0,5,total_test_cases_executed,32,total_pass_test_cases,15,total_bugs_detected,15,defect_reopened_count,12,total_documents_created,12,document_quality (1-5),2,test_execution_time (hrs),6
794,Company_I,1986-05-11,Female,36-40,Business Analyst,18,Business Analysis,Sinhala,Muslim,University_R,3,3,2,1,4,98.5,5,10.13,5,8,4,1,37,Research & innovation,6,0.88,100,113,12,Fleet Management System,31,394,4,5.61,1,4,3,tasks_assigned,11,tasks_completed,4,tasks_on_time,2,bug_count,16,bugs_fixed_count,7,code_quality (1-10),10,rework_count,2
795,Company_E,1980-10-05,Female,41-45,DevOps Engineer,24,DevOps,English,Sinhala,University_C,4,5,2,3,1,99.62,5,17.41,2,16,12,3,25,Research & innovation,6,0.88,30,34,22,Marketing Management System,17,224,15,8.5,4,5,1,total_test_cases_executed,81,total_pass_test_cases,81,total_bugs_detected,28,defect_reopened_count,16,total_documents_created,13,document_quality (1-5),4,test_execution_time (hrs),4
796,Company_E,1996-02-22,Female,26-30,DevOps Engineer,8,DevOps,Tamil,Sinhala,University_J,2,3,1,2,3,82.15,3,9.7,5,15,4,3,32,Online courses / certifications,4,0.52,13,25,22,Marketing Management System,16,52,2,7.86,4,5,2,tasks_completed,5,project_delay (days),17,changing_relative_effort,180,sprint_velocity,39,team_velocity,33,stakeholder_satisfaction(1-5),5,milestone_completion_rate,5
797,Company_R,1995-03-12,Female,26-30,Software Engineer,9,Development,Tamil,Sinhala,University_I,4,3,1,1,2,92.17,4,23.26,3,9,9,2,5,Research & innovation,6,0.72,38,53,19,E-Commerce Platform,52,160,14,5.71,5,7,0,tasks_assigned,15,tasks_completed,7,tasks_on_time,7,bug_count,11,bugs_fixed_count,6,code_quality (1-10),5,rework_count,2
798,Company_F,1997-10-12,Male,26-30,Software Engineer,7,Development,English,Muslim,University_C,5,3,3,5,5,63.37,2,3.58,2,17,13,2,0,Formal training,1,0.62,73,118,7,Payroll Automation,52,58,12,4.02,3,6,5,total_test_cases_executed,83,total_pass_test_cases,29,total_bugs_detected,15,defect_reopened_count,10,total_documents_created,5,document_quality (1-5),1,test_execution_time (hrs),8
799,Company_K,2001-07-13,Female,20-25,Business Analyst,3,Business Analysis,Tamil,Muslim,University_T,1,3,2,1,2,92.17,4,22.42,4,8,9,1,11,Self-learning,4,0.86,71,83,14,Digital Wallet Platform,52,242,15,8.48,4,1,5,total_test_cases_executed,62,total_pass_test_cases,48,total_bugs_detected,24,defect_reopened_count,7,total_documents_created,9,document_quality (1-5),4,test_execution_time (hrs),6
800,Company_N,1989-05-21,Female,31-35,Project Manager,15,Project Management,Tamil,Muslim,University_A,5,5,2,2,4,95.08,5,23.51,1,16,0,4,31,Research & innovation,2,0.58,64,110,16,HR Management System,4,438,6,6.78,4,5,1,total_test_cases_executed,100,total_pass_test_cases,62,total_bugs_detected,14,defect_reopened_count,5,total_documents_created,9,document_quality (1-5),2,test_execution_time (hrs),5
801,Company_S,2002-08-12,Male,20-25,Business Analyst,2,Business Analysis,Tamil,Sinhala,University_K,5,2,4,2,4,88.09,4,17.46,3,9,15,1,3,Online courses / certifications,4,0.93,40,43,13,CRM Platform,32,397,8,1.8,5,0,3,tasks_completed,8,project_delay (days),26,changing_relative_effort,81,sprint_velocity,38,team_velocity,39,stakeholder_satisfaction(1-5),2,milestone_completion_rate,2
802,Company_L,1985-05-03,Female,36-40,Project Manager,19,Project Management,Tamil,Sinhala,University_Q,3,1,2,1,5,64.56,2,8.32,2,5,13,2,26,On-the-job learning,4,0.79,34,43,21,Medi Care App,12,350,7,8.64,3,7,2,total_deployments,1,successful_deployments,0,deployment_time_efficiency,0.63,incident_count,7,system_downtime (hrs),20.2,automated_pipeline_stages,8,total_pipeline_stages,9
803,Company_O,1984-12-26,Male,36-40,Project Manager,20,Project Management,English,Muslim,University_O,3,2,2,4,2,99.87,5,21.98,4,16,7,1,3,Online courses / certifications,3,0.96,68,71,20,Banking Mobile App,27,253,7,7.53,1,3,5,total_test_cases_executed,47,total_pass_test_cases,46,total_bugs_detected,8,defect_reopened_count,5,total_documents_created,4,document_quality (1-5),3,test_execution_time (hrs),10
804,Company_G,1994-07-25,Female,26-30,DevOps Engineer,10,DevOps,Sinhala,Muslim,University_K,2,4,3,1,3,68.56,2,1.44,3,4,6,3,33,Research & innovation,4,0.71,57,80,2,ERP Integration Module,23,349,14,6.99,3,1,0,tasks_assigned,24,tasks_completed,23,tasks_on_time,19,bug_count,16,bugs_fixed_count,12,code_quality (1-10),8,rework_count,0
805,Company_Q,1996-01-23,Female,26-30,Software Engineer,8,Development,Sinhala,Sinhala,University_D,2,2,3,5,3,80.93,3,20.61,3,8,1,2,24,Knowledge sharing,2,0.42,35,83,18,Smart Grid Monitor,50,348,8,4.6,5,6,4,tasks_completed,5,project_delay (days),22,changing_relative_effort,54,sprint_velocity,57,team_velocity,43,stakeholder_satisfaction(1-5),4,milestone_completion_rate,2
806,Company_J,1991-10-20,Male,31-35,Business Analyst,13,Business Analysis,Sinhala,Muslim,University_O,1,3,4,4,3,20.97,1,22.43,4,18,13,2,20,Online courses / certifications,5,0.53,39,73,1,Logistics Dashboard,20,78,7,1.61,0,8,3,total_deployments,13,successful_deployments,0,deployment_time_efficiency,0.52,incident_count,4,system_downtime (hrs),21.7,automated_pipeline_stages,4,total_pipeline_stages,5
807,Company_A,1991-01-27,Female,31-35,QA Engineer,13,QA,Tamil,Tamil,University_D,4,2,4,1,2,37.52,1,0.7,5,2,18,2,10,Research & innovation,1,0.94,110,117,9,Customer Portal,51,399,13,7.79,3,6,2,tasks_assigned,20,tasks_completed,16,tasks_on_time,9,bug_count,3,bugs_fixed_count,1,code_quality (1-10),2,rework_count,1
808,Company_A,1982-04-19,Male,41-45,DevOps Engineer,22,DevOps,English,Muslim,University_D,5,1,4,3,4,22.21,1,1.08,2,16,18,2,26,Self-learning,1,0.67,26,39,9,Customer Portal,7,464,11,5.7,5,10,0,total_deployments,6,successful_deployments,4,deployment_time_efficiency,0.99,incident_count,5,system_downtime (hrs),17.3,automated_pipeline_stages,2,total_pipeline_stages,8
809,Company_O,2003-10-10,Male,20-25,Business Analyst,1,Business Analysis,Sinhala,Sinhala,University_N,5,2,2,4,5,81.99,3,22.5,4,9,2,1,8,On-the-job learning,6,0.93,55,59,20,Banking Mobile App,27,344,9,7.7,1,0,4,tasks_completed,4,project_delay (days),5,changing_relative_effort,66,sprint_velocity,42,team_velocity,40,stakeholder_satisfaction(1-5),2,milestone_completion_rate,5
810,Company_P,2000-01-28,Female,20-25,Software Engineer,4,Development,English,Sinhala,University_D,3,4,5,5,2,66.82,2,12.72,5,22,2,2,3,Research & innovation,10,0.97,56,58,11,Telecom Billing System,7,365,13,4.67,4,8,2,total_test_cases_executed,94,total_pass_test_cases,40,total_bugs_detected,10,defect_reopened_count,7,total_documents_created,7,document_quality (1-5),4,test_execution_time (hrs),7
811,Company_R,2002-03-12,Female,20-25,Software Engineer,2,Development,Tamil,Tamil,University_O,3,2,2,3,1,83.83,3,18.07,5,25,6,3,4,Formal training,7,0.61,73,119,19,E-Commerce Platform,45,244,13,6.54,0,0,5,tasks_assigned,28,tasks_completed,17,tasks_on_time,4,bug_count,5,bugs_fixed_count,5,code_quality (1-10),3,rework_count,5
812,Company_I,1989-02-14,Female,31-35,Business Analyst,15,Business Analysis,Tamil,Tamil,University_O,2,3,5,5,1,45.71,1,6.3,2,13,9,2,17,Research & innovation,6,0.58,58,100,12,Fleet Management System,40,459,13,1.78,0,0,2,tasks_completed,19,project_delay (days),7,changing_relative_effort,85,sprint_velocity,52,team_velocity,71,stakeholder_satisfaction(1-5),4,milestone_completion_rate,5
813,Company_D,1984-12-03,Female,36-40,DevOps Engineer,20,DevOps,Tamil,Muslim,University_H,2,2,4,2,5,73.9,3,11.19,2,15,1,4,26,On-the-job learning,7,0.42,25,60,16,HR Management System,13,362,7,1.8,2,2,5,total_deployments,2,successful_deployments,1,deployment_time_efficiency,0.77,incident_count,8,system_downtime (hrs),42.5,automated_pipeline_stages,1,total_pipeline_stages,3
814,Company_I,1994-03-31,Female,26-30,Software Engineer,10,Development,English,Tamil,University_M,5,5,5,1,4,90.68,4,21.06,3,24,4,5,0,Formal training,9,0.68,49,72,12,Fleet Management System,50,349,10,3.97,3,4,1,tasks_completed,2,project_delay (days),3,changing_relative_effort,149,sprint_velocity,31,team_velocity,60,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
815,Company_M,1981-09-24,Female,41-45,DevOps Engineer,23,DevOps,English,Muslim,University_P,4,5,2,4,1,63.42,2,1.57,5,23,0,3,40,On-the-job learning,4,0.7,21,30,15,Inventory Management System,21,296,15,6.3,5,7,0,total_test_cases_executed,83,total_pass_test_cases,78,total_bugs_detected,0,defect_reopened_count,0,total_documents_created,9,document_quality (1-5),1,test_execution_time (hrs),4
816,Company_G,1999-03-31,Female,20-25,Project Manager,5,Project Management,English,Tamil,University_L,1,2,2,1,3,26.77,1,10.31,4,17,8,2,21,None observed,2,0.7,43,61,2,ERP Integration Module,19,351,7,8.94,5,6,3,tasks_assigned,11,tasks_completed,11,tasks_on_time,0,bug_count,18,bugs_fixed_count,10,code_quality (1-10),8,rework_count,1
817,Company_F,1991-11-08,Female,31-35,Business Analyst,13,Business Analysis,English,Muslim,University_G,1,4,1,2,3,58.54,2,8.71,4,4,15,1,30,Formal training,6,0.97,38,39,7,Payroll Automation,52,441,3,5.74,1,3,2,total_test_cases_executed,36,total_pass_test_cases,2,total_bugs_detected,13,defect_reopened_count,8,total_documents_created,9,document_quality (1-5),2,test_execution_time (hrs),6
818,Company_H,1984-07-03,Female,36-40,DevOps Engineer,20,DevOps,English,Muslim,University_Q,2,5,2,1,5,83.64,3,19.79,3,5,15,2,1,Knowledge sharing,9,0.65,68,105,17,Learning Management System,9,294,7,9.08,5,5,4,total_deployments,6,successful_deployments,4,deployment_time_efficiency,0.79,incident_count,7,system_downtime (hrs),13.2,automated_pipeline_stages,8,total_pipeline_stages,9
819,Company_R,1985-02-03,Female,36-40,Business Analyst,19,Business Analysis,Tamil,Sinhala,University_O,1,5,3,1,2,98.32,5,1.21,1,24,7,4,7,Knowledge sharing,4,0.91,42,46,19,E-Commerce Platform,26,448,12,4.92,0,9,3,tasks_completed,15,project_delay (days),16,changing_relative_effort,159,sprint_velocity,25,team_velocity,79,stakeholder_satisfaction(1-5),4,milestone_completion_rate,5
820,Company_A,1979-08-22,Male,41-45,DevOps Engineer,25,DevOps,Sinhala,Muslim,University_F,4,2,2,3,3,67.25,2,21.89,2,22,17,2,29,Formal training,4,0.86,37,43,9,Customer Portal,23,445,12,6.4,3,6,3,total_test_cases_executed,80,total_pass_test_cases,6,total_bugs_detected,18,defect_reopened_count,16,total_documents_created,13,document_quality (1-5),2,test_execution_time (hrs),7
821,Company_F,1980-08-25,Male,41-45,Software Engineer,24,Development,Tamil,Muslim,University_B,5,5,5,5,1,72.35,3,23.4,5,10,5,5,10,Research & innovation,2,0.83,65,78,7,Payroll Automation,21,263,2,4.11,4,2,3,total_test_cases_executed,15,total_pass_test_cases,13,total_bugs_detected,15,defect_reopened_count,8,total_documents_created,15,document_quality (1-5),4,test_execution_time (hrs),10
822,Company_R,1995-05-08,Male,26-30,QA Engineer,9,QA,Tamil,Sinhala,University_A,1,5,1,4,5,86.9,4,15.6,3,15,0,1,12,None observed,8,0.72,39,54,19,E-Commerce Platform,24,419,15,8.06,5,3,4,total_deployments,8,successful_deployments,0,deployment_time_efficiency,0.77,incident_count,7,system_downtime (hrs),16.3,automated_pipeline_stages,6,total_pipeline_stages,10
823,Company_Q,2003-02-05,Female,20-25,Business Analyst,1,Business Analysis,English,Tamil,University_K,2,2,2,2,2,81.31,3,17.49,1,18,17,1,22,On-the-job learning,9,0.86,83,97,18,Smart Grid Monitor,27,85,4,6.15,5,4,2,total_deployments,4,successful_deployments,2,deployment_time_efficiency,0.72,incident_count,2,system_downtime (hrs),16.3,automated_pipeline_stages,2,total_pipeline_stages,8
824,Company_L,1984-08-22,Male,36-40,Project Manager,20,Project Management,Sinhala,Tamil,University_F,1,4,2,3,5,73.67,3,12.09,4,8,14,4,9,On-the-job learning,2,0.91,30,33,21,Medi Care App,44,477,6,3,3,8,3,tasks_assigned,26,tasks_completed,16,tasks_on_time,3,bug_count,10,bugs_fixed_count,6,code_quality (1-10),8,rework_count,1
825,Company_N,1986-01-29,Female,36-40,DevOps Engineer,18,DevOps,Sinhala,Tamil,University_O,4,5,2,1,1,98.75,5,0.63,4,6,15,1,24,None observed,9,0.67,67,100,16,HR Management System,33,282,15,3.06,2,9,2,tasks_completed,8,project_delay (days),21,changing_relative_effort,68,sprint_velocity,52,team_velocity,36,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
826,Company_N,1979-11-27,Male,41-45,Business Analyst,25,Business Analysis,English,Tamil,University_I,1,3,1,1,5,48.15,1,1.14,3,18,5,2,36,Online courses / certifications,9,0.41,33,81,16,HR Management System,26,332,2,8.51,5,9,2,total_deployments,16,successful_deployments,9,deployment_time_efficiency,0.88,incident_count,5,system_downtime (hrs),44.5,automated_pipeline_stages,2,total_pipeline_stages,8
827,Company_J,1982-01-15,Female,41-45,DevOps Engineer,22,DevOps,Tamil,Muslim,University_R,3,2,5,1,2,38.29,1,16.3,3,2,4,5,13,Formal training,1,0.9,28,31,1,Logistics Dashboard,20,423,9,7.02,3,3,2,total_deployments,4,successful_deployments,4,deployment_time_efficiency,0.54,incident_count,5,system_downtime (hrs),27.5,automated_pipeline_stages,1,total_pipeline_stages,9
828,Company_T,1985-02-14,Male,36-40,Project Manager,19,Project Management,Sinhala,Tamil,University_C,1,3,4,4,5,87.2,4,17.77,3,6,10,4,29,Research & innovation,1,0.9,102,113,3,Insurance Claims Platform,38,271,13,6.38,4,5,2,tasks_assigned,26,tasks_completed,4,tasks_on_time,3,bug_count,4,bugs_fixed_count,0,code_quality (1-10),8,rework_count,2
829,Company_F,1999-04-12,Male,20-25,Project Manager,5,Project Management,Tamil,Tamil,University_S,2,3,1,3,1,72.2,3,13.03,2,13,15,2,7,Online courses / certifications,5,0.76,83,109,7,Payroll Automation,38,325,5,3.43,0,3,1,total_deployments,12,successful_deployments,1,deployment_time_efficiency,0.83,incident_count,9,system_downtime (hrs),0.4,automated_pipeline_stages,5,total_pipeline_stages,6
830,Company_G,1995-01-10,Female,26-30,Business Analyst,9,Business Analysis,English,Sinhala,University_U,3,2,3,5,1,99.06,5,12.26,2,20,9,2,13,Self-learning,2,0.65,39,60,4,Loan Origination System,27,446,12,4.93,2,8,1,tasks_assigned,17,tasks_completed,1,tasks_on_time,0,bug_count,10,bugs_fixed_count,2,code_quality (1-10),10,rework_count,5
831,Company_O,1991-04-21,Female,31-35,Business Analyst,13,Business Analysis,Tamil,Muslim,University_G,4,4,3,4,4,54.48,2,3.38,5,20,13,1,37,Research & innovation,4,0.4,26,65,20,Banking Mobile App,10,349,9,8.11,4,9,1,total_test_cases_executed,52,total_pass_test_cases,51,total_bugs_detected,19,defect_reopened_count,9,total_documents_created,7,document_quality (1-5),5,test_execution_time (hrs),8
832,Company_Q,1982-11-30,Male,41-45,Project Manager,22,Project Management,Tamil,Tamil,University_D,1,2,3,3,5,73.7,3,7.11,3,3,0,1,9,Self-learning,3,0.79,77,98,18,Smart Grid Monitor,7,155,10,8.43,5,8,0,total_deployments,19,successful_deployments,6,deployment_time_efficiency,0.61,incident_count,6,system_downtime (hrs),24.6,automated_pipeline_stages,2,total_pipeline_stages,10
833,Company_T,1982-12-09,Male,41-45,QA Engineer,22,QA,Tamil,Sinhala,University_I,4,1,2,4,1,21.21,1,10.18,1,24,17,4,6,Research & innovation,1,0.73,61,84,3,Insurance Claims Platform,4,310,9,8.91,3,4,3,tasks_assigned,20,tasks_completed,2,tasks_on_time,2,bug_count,18,bugs_fixed_count,0,code_quality (1-10),10,rework_count,5
834,Company_T,1979-08-20,Male,41-45,Business Analyst,25,Business Analysis,English,Tamil,University_S,3,1,3,2,3,97.66,5,22.74,3,20,1,1,33,Self-learning,3,0.61,33,54,3,Insurance Claims Platform,10,306,8,8.33,1,0,1,total_test_cases_executed,95,total_pass_test_cases,20,total_bugs_detected,12,defect_reopened_count,4,total_documents_created,11,document_quality (1-5),2,test_execution_time (hrs),5
835,Company_H,1989-09-11,Male,31-35,DevOps Engineer,15,DevOps,Sinhala,Sinhala,University_J,2,1,3,1,4,86.42,4,18.9,3,25,3,1,12,Online courses / certifications,2,0.57,12,21,17,Learning Management System,49,355,9,7.14,0,8,0,tasks_assigned,28,tasks_completed,28,tasks_on_time,11,bug_count,17,bugs_fixed_count,3,code_quality (1-10),3,rework_count,4
836,Company_A,1986-02-05,Female,36-40,Project Manager,18,Project Management,English,Sinhala,University_S,4,4,1,3,1,89.78,4,17.67,4,4,13,2,20,Knowledge sharing,5,0.92,84,91,9,Customer Portal,39,412,10,5.1,2,8,0,total_deployments,5,successful_deployments,4,deployment_time_efficiency,0.46,incident_count,5,system_downtime (hrs),26.2,automated_pipeline_stages,5,total_pipeline_stages,6
837,Company_T,1997-03-01,Female,26-30,Business Analyst,7,Business Analysis,Sinhala,Tamil,University_M,4,4,1,4,4,97.78,5,4.76,1,23,6,2,23,Online courses / certifications,4,0.45,33,74,3,Insurance Claims Platform,13,328,5,2.7,4,5,2,total_deployments,17,successful_deployments,15,deployment_time_efficiency,0.7,incident_count,0,system_downtime (hrs),44.7,automated_pipeline_stages,6,total_pipeline_stages,10
838,Company_J,1987-04-23,Male,36-40,QA Engineer,17,QA,Sinhala,Tamil,University_T,2,4,4,2,4,25.44,1,4.41,5,15,16,4,11,Research & innovation,5,0.9,99,110,1,Logistics Dashboard,41,214,5,3.15,3,8,2,tasks_completed,4,project_delay (days),24,changing_relative_effort,192,sprint_velocity,39,team_velocity,68,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
839,Company_S,1980-08-01,Female,41-45,QA Engineer,24,QA,Sinhala,Tamil,University_G,1,1,1,4,1,50.14,2,11.3,1,19,0,4,17,Research & innovation,7,0.93,51,55,13,CRM Platform,25,436,9,9.07,2,5,0,tasks_completed,1,project_delay (days),9,changing_relative_effort,188,sprint_velocity,27,team_velocity,77,stakeholder_satisfaction(1-5),3,milestone_completion_rate,1
840,Company_H,1982-10-10,Male,41-45,Business Analyst,22,Business Analysis,Sinhala,Muslim,University_U,4,3,1,5,1,78.37,3,14.85,4,2,20,2,33,Knowledge sharing,1,0.87,46,53,17,Learning Management System,34,344,9,4.53,3,5,2,total_deployments,12,successful_deployments,6,deployment_time_efficiency,0.54,incident_count,2,system_downtime (hrs),24.6,automated_pipeline_stages,8,total_pipeline_stages,8
841,Company_R,1997-08-21,Female,26-30,Software Engineer,7,Development,English,Sinhala,University_D,5,1,2,3,3,59.91,2,7.51,4,5,13,2,18,Research & innovation,5,0.7,23,33,19,E-Commerce Platform,8,161,10,2.19,3,8,3,total_deployments,2,successful_deployments,2,deployment_time_efficiency,0.84,incident_count,7,system_downtime (hrs),42.4,automated_pipeline_stages,8,total_pipeline_stages,9
842,Company_P,1995-01-10,Female,26-30,Business Analyst,9,Business Analysis,Tamil,Muslim,University_N,3,2,4,3,5,95.64,5,4.07,2,5,5,2,10,Online courses / certifications,9,0.54,30,56,11,Telecom Billing System,15,145,12,8.14,3,8,5,tasks_assigned,10,tasks_completed,5,tasks_on_time,1,bug_count,5,bugs_fixed_count,1,code_quality (1-10),3,rework_count,1
843,Company_E,1991-03-26,Male,31-35,Business Analyst,13,Business Analysis,Tamil,Sinhala,University_T,4,4,2,1,2,73.42,3,19.33,4,2,2,3,18,None observed,9,1,37,37,22,Marketing Management System,24,448,4,6.39,0,2,4,tasks_assigned,15,tasks_completed,4,tasks_on_time,3,bug_count,1,bugs_fixed_count,0,code_quality (1-10),8,rework_count,2
844,Company_F,2000-03-28,Female,20-25,Business Analyst,4,Business Analysis,Tamil,Sinhala,University_F,5,5,5,5,1,85.4,4,13.28,2,10,16,2,33,Formal training,2,0.89,72,81,7,Payroll Automation,52,204,4,4.29,0,7,4,total_deployments,14,successful_deployments,8,deployment_time_efficiency,0.67,incident_count,7,system_downtime (hrs),26.1,automated_pipeline_stages,1,total_pipeline_stages,3
845,Company_H,1979-11-26,Male,41-45,DevOps Engineer,25,DevOps,Tamil,Muslim,University_F,2,5,5,1,5,97.64,5,17.31,5,2,13,5,39,Formal training,2,0.52,16,31,17,Learning Management System,20,460,4,8.25,4,5,3,tasks_completed,6,project_delay (days),18,changing_relative_effort,78,sprint_velocity,40,team_velocity,78,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
846,Company_M,1996-05-18,Female,26-30,Business Analyst,8,Business Analysis,Sinhala,Muslim,University_S,2,2,2,2,2,31.07,1,6.87,3,24,4,3,33,Formal training,1,0.42,42,100,15,Inventory Management System,23,237,6,1.6,2,8,3,tasks_assigned,24,tasks_completed,5,tasks_on_time,5,bug_count,2,bugs_fixed_count,0,code_quality (1-10),9,rework_count,2
847,Company_P,1990-12-27,Female,31-35,Software Engineer,14,Development,Sinhala,Tamil,University_K,4,5,4,5,3,53.49,2,22.19,4,11,0,1,18,Online courses / certifications,5,0.55,29,53,11,Telecom Billing System,27,309,9,2.28,1,8,1,tasks_completed,13,project_delay (days),17,changing_relative_effort,52,sprint_velocity,37,team_velocity,23,stakeholder_satisfaction(1-5),4,milestone_completion_rate,4
848,Company_P,1997-01-18,Male,26-30,Software Engineer,7,Development,English,Sinhala,University_O,2,4,3,1,2,81.72,3,13.44,4,15,14,1,18,Formal training,4,0.52,46,88,11,Telecom Billing System,5,366,4,4.15,4,2,0,total_deployments,4,successful_deployments,4,deployment_time_efficiency,0.41,incident_count,5,system_downtime (hrs),6.1,automated_pipeline_stages,4,total_pipeline_stages,9
849,Company_Q,1979-12-05,Female,41-45,Business Analyst,25,Business Analysis,English,Sinhala,University_S,5,5,2,3,3,93.28,4,9.03,3,25,6,3,18,Research & innovation,2,0.77,92,119,18,Smart Grid Monitor,5,453,9,4.01,3,4,5,tasks_assigned,8,tasks_completed,5,tasks_on_time,1,bug_count,9,bugs_fixed_count,8,code_quality (1-10),8,rework_count,1
